19499|3706 Carlson Ci|37.4183741|-122.1173811
11772|3706 Redwood Ci|37.4185224|-122.1160825
12379|3707 Lindero Dr|37.4166326|-122.1205389
8872|3707 Starr King Ci|37.4154318|-122.1184171
11766|3708 Carlson Ci|37.4183283|-122.1175616
19505|3708 Redwood Ci|37.4186057|-122.1162161
11240|3708 Starr King Ci|37.4158824|-122.1185378
55182|3708 Starr King Ci UNIT A|37.4158805|-122.1184522
11767|3709 Carlson Ci|37.4179062|-122.117466
11776|3709 Redwood Ci|37.4183719|-122.1166486
11228|3709 Starr King Ci|37.4154561|-122.1185859
19498|3710 Carlson Ci|37.4182315|-122.1177517
8849|3710 Lindero Dr|37.41623|-122.1201919
11771|3710 Redwood Ci|37.4187387|-122.1163822
11777|3711 Redwood Ci|37.4184963|-122.1168651
11227|3711 Starr King Ci|37.4154645|-122.1187849
19497|3712 Carlson Ci|37.418128|-122.1179343
19504|3712 Redwood Ci|37.418841|-122.1165461
8873|3712 Starr King Ci|37.4159027|-122.1186846
11225|3713 Starr King Ci|37.4155259|-122.1189472
11765|3714 Carlson Ci|37.4179471|-122.1180205
11770|3714 Redwood Ci|37.4189467|-122.1167226
12380|3715 Lindero Dr|37.4166427|-122.1203209
19512|3715 Redwood Ci|37.418561|-122.1169957
11226|3715 Starr King Ci|37.4156005|-122.119148
19496|3716 Carlson Ci|37.4177706|-122.1180443
19503|3716 Redwood Ci|37.4190249|-122.116914
11241|3716 Starr King Ci|37.4159547|-122.1188959
11224|3717 Starr King Ci|37.4156823|-122.1193218
11760|3718 Carlson Ci|37.4175992|-122.1180036
11176|3718 Lindero Dr|37.4162607|-122.1200136
19502|3718 Redwood Ci|37.4190515|-122.1170818
11768|3719 Carlson Ci|37.4176986|-122.1174432
19510|3719 Redwood Ci|37.4186066|-122.1172596
11178|3719 Starr King Ci|37.4158258|-122.1194864
14704|3720 Carlson Ci|37.4174286|-122.1178436
11769|3720 Redwood Ci|37.4191139|-122.1172496
11236|3720 Starr King Ci|37.4161142|-122.1190789
8851|3721 Starr King Ci|37.4159399|-122.1196012
11759|3722 Carlson Ci|37.4173532|-122.1176505
8845|3723 Lindero Dr|37.4166938|-122.1201172
11764|3723 Redwood Ci|37.4186029|-122.1174639
11177|3723 Starr King Ci|37.4160573|-122.1197342
14703|3724 Carlson Ci|37.4172825|-122.1174571
8850|3724 Lindero Dr|37.4162839|-122.1198431
11761|3724 Redwood Ci|37.4189944|-122.1175563
11758|3726 Carlson Ci|37.4172883|-122.1172256
11235|3726 Starr King Ci|37.4162447|-122.1191752
