lon lat cluster
-122.1273532 37.43012 0
-122.1262924 37.4309813 0
-122.125577 37.4320401 0
-122.1250186 37.4325639 0
-122.1235672 37.4319108 0
-122.1225826 37.4319677 0
-122.1212923 37.4318093 0
-122.1226094 37.4314581 0
-122.1228611 37.4302779 0
-122.1234311 37.4306039 0
-122.1238994 37.4305187 0
-122.1263649 37.4318444 0
-122.1242447 37.4307313 0
-122.1238994 37.4305187 0
-122.1242447 37.4307313 0
-122.1238994 37.4305187 0
-122.1244378 37.4310883 0
-122.1238081 37.4316304 0
-122.1244378 37.4310883 0
-122.1251855 37.429426 0
-122.126086 37.429289 0
-122.1269519 37.4298318 0
-122.1259891 37.4298291 0
-122.1245801 37.4283038 0
-122.1254456 37.4279037 0
-122.1239052 37.4291126 0
-122.1226706 37.4298871 0
-122.1214203 37.4301726 0
-122.1209783 37.4306537 0
-122.1226706 37.4298871 0
-122.122036 37.4298379 0
-122.1216416 37.430066 0
-122.1227223 37.4308637 0
-122.1227223 37.4308637 0
-122.1227223 37.4308637 0
-122.1188153 37.4339921 0
-122.1198722 37.4349931 0
-122.120407 37.4346516 0
-122.1195922 37.433405 0
-122.1192793 37.4315369 0
-122.1201358 37.432137 0
-122.1213316 37.4331905 0
-122.1207363 37.4327825 0
-122.1195956 37.4331944 0
-122.1182139 37.4329553 0
-122.1167532 37.4336216 0
-122.1179095 37.4343527 0
-122.119115 37.4345004 1
-122.1204083 37.435842 1
-122.1219162 37.4362789 1
-122.1235343 37.4373008 1
-122.1243616 37.4384344 1
-122.1262325 37.4398224 1
-122.1276651 37.4405226 1
-122.1222992 37.4425462 1
-122.1245182 37.4436843 1
-122.1230853 37.4447221 1
-122.1228226 37.4436095 1
-122.1219045 37.4435449 1
-122.1210739 37.4442234 1
-122.1217492 37.4431041 1
-122.1224501 37.4429457 1
-122.1238062 37.441534 1
-122.1244888 37.4408567 1
-122.1251701 37.4400097 1
-122.1258605 37.4399307 1
-122.1264898 37.4383256 1
-122.1277789 37.4370238 1
-122.1297864 37.4356543 1
-122.1306162 37.4348327 1
-122.1290717 37.4352118 1
-122.1283615 37.4356992 1
-122.1275368 37.4359481 1
-122.1302261 37.4372188 1
-122.130953 37.4364058 1
-122.1314516 37.4354595 1
-122.1174967 37.4255272 1
-122.1168433 37.4251828 1
-122.1192532 37.4266231 1
-122.1214636 37.4280445 1
-122.1234182 37.4292465 1
-122.1236133 37.4295334 1
-122.1238283 37.430281 1
-122.1244378 37.4310883 1
-122.1276607 37.4318908 1
-122.1287949 37.4326491 1
-122.1294645 37.43315 1
-122.1297329 37.434114 1
-122.1310933 37.4348168 1
-122.132331 37.4355867 1
-122.1337609 37.4336798 1
-122.1222247 37.4455121 1
-122.1208568 37.4457665 1
-122.1223035 37.4455622 1
-122.1208053 37.445735 1
-122.1220948 37.4454845 1
-122.1202152 37.4453855 1
