lon lat
-122.11437299999997 37.41775499990218
-122.11447739999997 37.41777679990217
-122.11452559999998 37.41779879990218
-122.1151719 37.41821579990223
-122.11528760000002 37.418294499902245
-122.1154183 37.41837749990225
-122.11555229999998 37.41846279990227
-122.11569119999999 37.418550999902266

-122.11585980000001 37.41865439990229
-122.1161767 37.41885929990231
-122.1162193 37.41888639990232
-122.1162311 37.41889389990232
-122.1164033 37.41900629990233
-122.11662930000001 37.41914679990234
-122.1167297 37.41921059990236

-122.11612989999998 37.41791089990218
-122.11603969999999 37.41790709990219
-122.1160192 37.41790619990217
-122.11575980000002 37.417894999902174
-122.1154541 37.417807599902176
-122.11523540000002 37.41765529990216
-122.1151272 37.41756269990214
-122.11505059999999 37.41746579990213
-122.1150049 37.41740889990212

-122.1169718 37.41784479990218
-122.1168888 37.41785109990219
-122.11626000000001 37.417898699902196
-122.11624319999999 37.41790029990219
-122.11612989999998 37.41791089990218

-122.11756099999998 37.41751079990213
-122.11742439999999 37.417493199902125
-122.1172848 37.41751039990212
-122.11715730000002 37.41755749990214
-122.117056 37.417634899902154
-122.1169919 37.41773429990218
-122.1169718 37.41784479990218

-122.1169718 37.41784479990218
-122.11698879999999 37.417916099902186
-122.11699799999997 37.417954499902194
-122.1170677 37.418051499902205
-122.1171732 37.418125299902215
-122.11730319999998 37.41816789990222
-122.1174435 37.41817459990222
-122.117579 37.418144799902215
-122.11769500000001 37.41808169990221
-122.11777879999997 37.41799199990219
-122.11782149999999 37.41788569990218
-122.11781839999998 37.41777399990217
-122.11776979999998 37.41766919990216
-122.11768690000001 37.41757449990216
-122.11756099999998 37.41751079990213

-122.11612989999998 37.41791089990218
-122.11622249999999 37.41819529990223
-122.116319 37.41836579990224
-122.11648800000002 37.418534099902274
-122.11674990000002 37.418702499902295
-122.1171317 37.41882479990231
-122.11739999999999 37.41883759990231
-122.11768579999998 37.4188065999023
-122.11779289999998 37.41879499990232

-122.12073510000002 37.42067859990255
-122.12068090000001 37.42062979990254
-122.1206682 37.420619899902555
-122.120567 37.420558799902544
-122.1204047 37.420521599902536
-122.1199259 37.42046079990252
-122.1196336 37.4203766999025
-122.11903010000002 37.42013069990247
-122.11851640000002 37.41978559990243
-122.1182361 37.41951399990241
-122.117976 37.41915179990236
-122.1178335 37.418874099902304
-122.11782519999998 37.418857899902314
-122.11779289999998 37.41879499990232

-122.12021540000002 37.41904619990235
-122.12042970000002 37.41909769990235
-122.12065209999999 37.41911879990234
-122.12087559999998 37.41910869990235
-122.1210935 37.41906779990234
-122.1212991 37.41899729990234
-122.1214224 37.418934399902305
-122.12148610000001 37.41889949990231

-122.1195049 37.41772559990216
-122.11947920000001 37.41777459990215
-122.11947290000002 37.41779989990217
-122.11944229999999 37.417888399902196
-122.11941410000001 37.41806479990221
-122.1194251 37.418242399902226
-122.119475 37.418415799902256
-122.1195622 37.418579599902266
-122.11968399999998 37.41872879990228
-122.11983679999999 37.41885889990231
-122.12001570000001 37.41896569990232
-122.12021540000002 37.41904619990235

