lon lat label
-122.1182065 37.4154946 3705
-122.1184171 37.4154318 3707
-122.1185859 37.4154561 3709
-122.1187849 37.4154645 3711
-122.1189472 37.4155259 3713
-122.119148 37.4156005 3715
-122.1193218 37.4156823 3717
-122.1194864 37.4158258 3719
-122.1196012 37.4159399 3721
-122.1197342 37.4160573 3723
-122.1197019 37.416353 3728
