lon lat cluster
-122.1267713 37.4351222 2
-122.1296711 37.435152 2
-122.119336 37.4352241 2
-122.121147 37.4352572 2
-122.131869 37.4352954 2
-122.1249248 37.435356 2
-122.1320177 37.4354023 2
-122.1247855 37.4354551 2
-122.1259575 37.4354833 2
-122.121987 37.4355509 2
-122.113125 37.4355886 2
-122.1154083 37.4356391 2
-122.1255986 37.4356786 2
-122.1148329 37.4357227 2
-122.1155617 37.4357392 2
-122.1302996 37.4358039 2
-122.1265027 37.4358353 2
-122.1190287 37.4358853 2
-122.1314666 37.4359279 2
-122.1214046 37.4359884 2
-122.1130089 37.436044 2
-122.1175579 37.4360651 2
-122.1137473 37.4361185 2
-122.129333 37.4361625 2
-122.1156051 37.4362131 2
-122.1132957 37.4362505 2
-122.1209764 37.4362994 2
-122.1180058 37.4363303 2
-122.1255141 37.4363874 2
-122.1212299 37.4364214 2
-122.1235486 37.4364815 2
-122.1227561 37.436533 2
-122.1137502 37.4365877 2
-122.121014 37.4366277 2
-122.1200367 37.4366485 2
-122.1276789 37.4366808 2
-122.1255585 37.4367138 2
-122.1207476 37.4367745 2
-122.1152582 37.4368218 2
-122.1205156 37.4368696 2
-122.1202547 37.436907 2
-122.1179186 37.4369276 2
-122.1291606 37.437019 2
-122.1168898 37.437057 2
-122.1217728 37.4371096 2
-122.1275954 37.4371554 2
-122.1242492 37.4372126 2
-122.1215972 37.4372483 2
-122.1139276 37.4372873 2
-122.1288356 37.4373473 2
-122.1160997 37.4373988 2
-122.1289574 37.4374607 2
-122.1252049 37.4375237 2
-122.1216809 37.4375657 2
-122.1240235 37.4376146 2
-122.1292943 37.4376547 2
-122.1278596 37.4377149 2
-122.1304638 37.4377696 2
-122.1296126 37.4378474 2
-122.1155875 37.4379411 2
-122.1281893 37.4379842 2
-122.1274373 37.4380605 2
-122.1267501 37.4381114 2
-122.1248622 37.4381698 2
-122.1252739 37.4382341 2
-122.1271855 37.4383211 2
-122.1258149 37.438359 2
-122.1182054 37.4384387 2
-122.125681 37.438504 2
-122.1178925 37.4385972 2
-122.11646 37.4386114 2
-122.11646 37.4386114 2
-122.1205878 37.4386885 2
-122.1167031 37.4387498 2
-122.1167031 37.4387498 2
-122.1292108 37.4387805 2
-122.1259293 37.4388874 2
-122.1176424 37.438936 2
-122.1208603 37.4390273 2
-122.1283124 37.4391161 2
-122.126543 37.4392058 2
-122.1195973 37.4392869 2
-122.1211837 37.4393374 2
-122.1177953 37.4393806 2
-122.1259847 37.4394419 2
-122.1165676 37.4394881 2
-122.1196409 37.4395414 2
-122.117835 37.4395848 2
-122.1172431 37.4396162 2
-122.1197041 37.4396531 2
-122.1255996 37.4397134 2
-122.1225133 37.4397676 2
-122.1265567 37.4398158 2
-122.1186238 37.4398528 2
-122.1220853 37.439906 2
-122.1258605 37.4399307 2
-122.1268956 37.440011 2
-122.1182012 37.4400813 2
-122.1248124 37.4401403 2
-122.1240524 37.4402228 2
